##########################################################################
# Parameters for the APBS Vparam class from the CHARMM par_all27_prot_na 
# force field.  <EPSILON> values in this file should not be trusted!
# Adapted by Todd Dolinsky and Nathan Baker
#
# Format:
#  <RESIDUE> <ATOM> <CHARGE> <RADIUS> <EPSILON>
# where <RESIDUE> is the residue name, <ATOM> is the atom name, <CHARGE>
# is the atomic charge in e, <RADIUS> is the van der Waals radius in
# A, and <EPSILON> is the van der Waals well depth in kcal/mol.
##########################################################################
9MA	H93	0.090	1.850	0.000
9MA	N1	-0.740	1.850	0.000
9MA	N3	-0.750	1.850	0.000
9MA	N6	-0.770	1.850	0.000
9MA	N7	-0.710	1.700	0.000
9MA	N9	-0.050	1.850	0.000
9MG	C2	0.750	1.800	0.000
9MG	C4	0.260	2.275	0.000
9MG	C5	0.000	2.275	0.000
9MG	C6	0.540	1.900	0.000
9MG	C8	0.250	2.275	0.000
9MG	C9	-0.270	1.900	0.000
9MG	H1	0.260	1.358	0.000
9MG	H21	0.320	0.900	0.000
9MG	H22	0.350	0.900	0.000
9MG	H8	0.160	0.225	0.000
9MG	H91	0.090	1.850	0.000
9MG	H92	0.090	1.850	0.000
9MG	H93	0.090	1.850	0.000
9MG	N1	-0.340	1.850	0.000
9MG	N2	-0.680	1.850	0.000
9MG	N3	-0.740	1.850	0.000
9MG	N7	-0.600	1.700	0.000
9MG	N9	-0.020	1.850	0.000
9MG	O6	-0.510	1.700	0.000
A3PH	C1'	0.070	2.010	0.000
A3PH	C2'	0.140	2.040	0.000
A3PH	C3'	0.010	2.010	0.000
A3PH	C4'	0.070	2.010	0.000
A3PH	H11'	0.090	1.260	0.000
A3PH	H12'	0.090	1.260	0.000
A3PH	H21'	0.430	1.340	0.000
A3PH	H22'	0.090	1.260	0.000
A3PH	H31'	0.090	1.260	0.000
A3PH	H3T	0.340	1.340	0.000
A3PH	H41'	0.090	1.260	0.000
A3PH	H42'	0.090	1.260	0.000
A3PH	O1P	-0.820	1.770	0.000
A3PH	O2'	-0.660	2.000	0.000
A3PH	O2P	-0.820	1.770	0.000
A3PH	O3'	-0.620	1.770	0.000
A3PH	O3T	-0.680	1.900	0.000
A3PH	O4'	-0.500	1.900	0.000
A3PH	P	1.500	2.270	0.000
ACE	CAY	-0.270	0.225	0.000
ACE	CY	0.510	2.000	0.000
ACE	HY1	0.090	1.260	0.000
ACE	HY2	0.090	1.260	0.000
ACE	HY3	0.090	1.260	0.000
ACE	OY	-0.510	1.700	0.000
ACP	CAY	-0.270	0.225	0.000
ACP	CY	0.510	2.000	0.000
ACP	HY1	0.090	1.260	0.000
ACP	HY2	0.090	1.260	0.000
ACP	HY3	0.090	1.260	0.000
ACP	OY	-0.510	1.700	0.000
ADE	C1'	0.160	2.010	0.000
ADE	C2	0.500	2.275	0.000
ADE	C2'	0.140	2.010	0.000
ADE	C3'	0.010	2.010	0.000
ADE	C4	0.430	2.275	0.000
ADE	C4'	0.160	2.010	0.000
ADE	C5	0.280	2.275	0.000
ADE	C5'	-0.080	1.992	0.000
ADE	C6	0.460	1.800	0.000
ADE	C8	0.340	2.275	0.000
ADE	H1'	0.090	1.260	0.000
ADE	H2	0.130	0.225	0.000
ADE	H2'	0.430	1.340	0.000
ADE	H2''	0.090	1.260	0.000
ADE	H3'	0.090	1.260	0.000
ADE	H4'	0.090	1.260	0.000
ADE	H5'	0.090	1.850	0.000
ADE	H5''	0.090	1.850	0.000
ADE	H61	0.380	0.900	0.000
ADE	H62	0.380	0.900	0.000
ADE	H8	0.120	0.225	0.000
ADE	N1	-0.740	1.850	0.000
ADE	N3	-0.750	1.850	0.000
ADE	N6	-0.770	1.850	0.000
ADE	N7	-0.710	1.700	0.000
ADE	N9	-0.050	1.850	0.000
ADE	O1P	-0.780	1.770	0.000
ADE	O2'	-0.660	2.000	0.000
ADE	O2P	-0.780	1.770	0.000
ADE	O3'	-0.570	1.770	0.000
ADE	O4'	-0.500	1.900	0.000
ADE	O5'	-0.570	1.770	0.000
ADE	P	1.500	2.270	0.000
ADP	C1'	0.160	2.010	0.000
ADP	C2	0.500	2.275	0.000
ADP	C2'	0.140	2.010	0.000
ADP	C3'	0.140	2.010	0.000
ADP	C4	0.430	2.275	0.000
ADP	C4'	0.160	2.010	0.000
ADP	C5	0.280	2.275	0.000
ADP	C5'	-0.080	2.080	0.000
ADP	C6	0.460	1.800	0.000
ADP	C8	0.340	2.275	0.000
ADP	H1'	0.090	1.260	0.000
ADP	H2	0.130	0.225	0.000
ADP	H2'	0.430	1.340	0.000
ADP	H2''	0.090	1.260	0.000
ADP	H3'	0.090	1.260	0.000
ADP	H3T	0.430	1.340	0.000
ADP	H4'	0.090	1.260	0.000
ADP	H5'	0.090	1.850	0.000
ADP	H5''	0.090	1.850	0.000
ADP	H61	0.380	0.900	0.000
ADP	H62	0.380	0.900	0.000
ADP	H8	0.120	0.225	0.000
ADP	N1	-0.740	1.850	0.000
ADP	N3	-0.750	1.850	0.000
ADP	N6	-0.770	1.850	0.000
ADP	N7	-0.710	1.700	0.000
ADP	N9	-0.050	1.850	0.000
ADP	O1A	-0.820	1.770	0.000
ADP	O1B	-0.900	1.770	0.000
ADP	O2'	-0.660	2.000	0.000
ADP	O2A	-0.820	1.770	0.000
ADP	O2B	-0.900	1.770	0.000
ADP	O3'	-0.660	2.000	0.000
ADP	O3A	-0.740	1.770	0.000
ADP	O3B	-0.900	1.770	0.000
ADP	O4'	-0.500	1.900	0.000
ADP	O5'	-0.620	1.770	0.000
ADP	PA	1.500	2.270	0.000
ADP	PB	1.100	1.367	0.000
ALA	C	0.510	2.000	0.000
ALA	CA	0.070	2.060	0.000
ALA	CB	-0.270	0.225	0.000
ALA	HA	0.090	0.700	0.000
ALA	HB1	0.090	1.260	0.000
ALA	HB2	0.090	1.260	0.000
ALA	HB3	0.090	1.260	0.000
ALA	HN	0.310	1.250	0.000
ALA	N	-0.470	1.850	0.000
ALA	O	-0.510	1.700	0.000
AR3P	C1'	0.070	2.080	0.000
AR3P	C2'	0.140	2.010	0.000
AR3P	C3'	-0.090	2.010	0.000
AR3P	C4'	0.070	1.992	0.000
AR3P	H11'	0.090	1.850	0.000
AR3P	H12'	0.090	1.850	0.000
AR3P	H21'	0.430	1.340	0.000
AR3P	H22'	0.090	1.260	0.000
AR3P	H31'	0.090	1.260	0.000
AR3P	H41'	0.090	1.850	0.000
AR3P	H42'	0.090	1.850	0.000
AR3P	O1P	-0.900	1.770	0.000
AR3P	O2'	-0.660	2.000	0.000
AR3P	O2P	-0.900	1.770	0.000
AR3P	O3'	-0.400	2.000	0.000
AR3P	O3P	-0.900	1.770	0.000
AR3P	O4'	-0.500	1.900	0.000
AR3P	P	1.100	2.270	0.000
ARAO	C1'	0.070	2.080	0.000
ARAO	C2'	0.140	2.010	0.000
ARAO	C3'	0.140	2.010	0.000
ARAO	C4'	0.070	1.992	0.000
ARAO	H11'	0.090	1.850	0.000
ARAO	H12'	0.090	1.850	0.000
ARAO	H21'	0.430	1.340	0.000
ARAO	H22'	0.090	1.260	0.000
ARAO	H31'	0.090	1.260	0.000
ARAO	H32'	0.430	1.340	0.000
ARAO	H41'	0.090	1.850	0.000
ARAO	H42'	0.090	1.850	0.000
ARAO	O2'	-0.660	2.000	0.000
ARAO	O3'	-0.660	2.000	0.000
ARAO	O4'	-0.500	1.900	0.000
ARG	C	0.510	2.000	0.000
ARG	CA	0.070	2.060	0.000
ARG	CB	-0.180	1.992	0.000
ARG	CD	0.200	1.992	0.000
ARG	CG	-0.180	1.992	0.000
ARG	CZ	0.640	2.000	0.000
ARG	HA	0.090	0.700	0.000
ARG	HB1	0.090	1.260	0.000
ARG	HB2	0.090	1.260	0.000
ARG	HD1	0.090	1.260	0.000
ARG	HD2	0.090	1.260	0.000
ARG	HE	0.440	1.468	0.000
ARG	HG1	0.090	1.260	0.000
ARG	HG2	0.090	1.260	0.000
ARG	HH11	0.460	1.468	0.000
ARG	HH12	0.460	1.468	0.000
ARG	HH21	0.460	1.468	0.000
ARG	HH22	0.460	1.468	0.000
ARG	HN	0.310	1.250	0.000
ARG	N	-0.470	1.850	0.000
ARG	NE	-0.700	1.850	0.000
ARG	NH1	-0.800	1.850	0.000
ARG	NH2	-0.800	1.850	0.000
ARG	O	-0.510	1.700	0.000
ARIM	C1'	0.160	2.010	0.000
ARIM	C2'	0.140	2.010	0.000
ARIM	C3'	-0.180	2.080	0.000
ARIM	C4'	0.070	2.080	0.000
ARIM	CD2	0.220	1.800	0.000
ARIM	CE1	0.250	1.800	0.000
ARIM	CG	-0.050	1.800	0.000
ARIM	H12'	0.090	1.260	0.000
ARIM	H21'	0.430	1.340	0.000
ARIM	H22'	0.090	1.260	0.000
ARIM	H31'	0.090	1.850	0.000
ARIM	H32'	0.090	1.850	0.000
ARIM	H41'	0.090	1.850	0.000
ARIM	H42'	0.090	1.850	0.000
ARIM	HD2	0.100	1.850	0.000
ARIM	HE1	0.130	0.225	0.000
ARIM	HG	0.090	1.850	0.000
ARIM	ND1	-0.040	1.700	0.000
ARIM	NE2	-0.700	1.700	0.000
ARIM	O2'	-0.660	2.000	0.000
ARIM	O4'	-0.500	1.900	0.000
ARMO	C1'	0.070	2.080	0.000
ARMO	C2'	0.140	2.010	0.000
ARMO	C3'	0.140	2.010	0.000
ARMO	C4'	0.160	2.010	0.000
ARMO	C5'	-0.270	1.992	0.000
ARMO	H11'	0.090	1.260	0.000
ARMO	H12'	0.090	1.260	0.000
ARMO	H21'	0.430	1.340	0.000
ARMO	H22'	0.090	1.260	0.000
ARMO	H31'	0.090	1.260	0.000
ARMO	H32'	0.430	1.340	0.000
ARMO	H42'	0.090	1.260	0.000
ARMO	H51'	0.090	1.850	0.000
ARMO	H52'	0.090	1.850	0.000
ARMO	H53'	0.090	1.850	0.000
ARMO	O2'	-0.660	2.000	0.000
ARMO	O3'	-0.660	2.000	0.000
ARMO	O4'	-0.500	1.900	0.000
ASN	C	0.510	2.000	0.000
ASN	CA	0.070	2.060	0.000
ASN	CB	-0.180	1.992	0.000
ASN	CG	0.550	2.000	0.000
ASN	HA	0.090	0.700	0.000
ASN	HB1	0.090	1.260	0.000
ASN	HB2	0.090	1.260	0.000
ASN	HD21	0.320	1.250	0.000
ASN	HD22	0.300	1.250	0.000
ASN	HN	0.310	1.250	0.000
ASN	N	-0.470	1.850	0.000
ASN	ND2	-0.620	1.850	0.000
ASN	O	-0.510	1.700	0.000
ASN	OD1	-0.550	1.700	0.000
ASP	C	0.510	2.000	0.000
ASP	CA	0.070	2.060	0.000
ASP	CB	-0.280	1.992	0.000
ASP	CG	0.620	2.000	0.000
ASP	HA	0.090	0.700	0.000
ASP	HB1	0.090	1.260	0.000
ASP	HB2	0.090	1.260	0.000
ASP	HN	0.310	1.250	0.000
ASP	N	-0.470	1.850	0.000
ASP	O	-0.510	1.700	0.000
ASP	OD1	-0.760	1.768	0.000
ASP	OD2	-0.760	1.768	0.000
ASPP	CB	-0.210	1.992	0.000
ASPP	CG	0.750	2.000	0.000
ASPP	HB1	0.090	1.260	0.000
ASPP	HB2	0.090	1.260	0.000
ASPP	HD2	0.440	1.250	0.000
ASPP	OD1	-0.550	1.770	0.000
ASPP	OD2	-0.610	0.650	0.000
ATP	C1'	0.160	2.010	0.000
ATP	C2	0.500	2.275	0.000
ATP	C2'	0.140	2.010	0.000
ATP	C3'	0.140	2.010	0.000
ATP	C4	0.430	2.275	0.000
ATP	C4'	0.160	2.010	0.000
ATP	C5	0.280	2.275	0.000
ATP	C5'	-0.080	2.080	0.000
ATP	C6	0.460	1.800	0.000
ATP	C8	0.340	2.275	0.000
ATP	H1'	0.090	1.260	0.000
ATP	H2	0.130	0.225	0.000
ATP	H2'	0.430	1.340	0.000
ATP	H2''	0.090	1.260	0.000
ATP	H3'	0.090	1.260	0.000
ATP	H3T	0.430	1.340	0.000
ATP	H4'	0.090	1.260	0.000
ATP	H5'	0.090	1.850	0.000
ATP	H5''	0.090	1.850	0.000
ATP	H61	0.380	0.900	0.000
ATP	H62	0.380	0.900	0.000
ATP	H8	0.120	0.225	0.000
ATP	N1	-0.740	1.850	0.000
ATP	N3	-0.750	1.850	0.000
ATP	N6	-0.770	1.850	0.000
ATP	N7	-0.710	1.700	0.000
ATP	N9	-0.050	1.850	0.000
ATP	O1A	-0.820	1.770	0.000
ATP	O1B	-0.820	1.770	0.000
ATP	O1G	-0.900	1.770	0.000
ATP	O2'	-0.660	2.000	0.000
ATP	O2A	-0.820	1.770	0.000
ATP	O2B	-0.820	1.770	0.000
ATP	O2G	-0.900	1.770	0.000
ATP	O3'	-0.660	2.000	0.000
ATP	O3A	-0.740	1.770	0.000
ATP	O3B	-0.860	1.770	0.000
ATP	O3G	-0.900	1.770	0.000
ATP	O4'	-0.500	1.900	0.000
ATP	O5'	-0.620	1.770	0.000
ATP	PA	1.500	2.270	0.000
ATP	PB	1.500	1.367	0.000
ATP	PG	1.100	1.367	0.000
CLA	CLA	-1.000	1.770	0.000
CO	C	0.021	2.175	0.000
CO	O	-0.021	2.000	0.000
CT1	C	0.630	2.000	0.000
CT1	CA	0.170	2.060	0.000
CT1	CT	-0.140	0.225	0.000
CT1	HA	0.090	0.700	0.000
CT1	HN	0.310	1.250	0.000
CT1	HT1	0.090	1.260	0.000
CT1	HT2	0.090	1.260	0.000
CT1	HT3	0.090	1.260	0.000
CT1	N	-0.470	1.850	0.000
CT1	OT1	-0.520	1.770	0.000
CT1	OT2	-0.340	1.975	0.000
CT2	C	0.550	2.000	0.000
CT2	HT1	0.320	1.250	0.000
CT2	HT2	0.300	1.250	0.000
CT2	NT	-0.620	1.850	0.000
CT2	O	-0.550	1.700	0.000
CT3	C	0.510	2.000	0.000
CT3	CAT	-0.110	0.225	0.000
CT3	HNT	0.310	1.250	0.000
CT3	HT1	0.090	1.260	0.000
CT3	HT2	0.090	1.260	0.000
CT3	HT3	0.090	1.260	0.000
CT3	NT	-0.470	1.850	0.000
CT3	O	-0.510	1.700	0.000
CTER	C	0.340	2.000	0.000
CTER	OT1	-0.670	1.768	0.000
CTER	OT2	-0.670	1.768	0.000
CYS	C	0.510	2.000	0.000
CYS	CA	0.070	2.060	0.000
CYS	CB	-0.110	1.992	0.000
CYS	HA	0.090	0.700	0.000
CYS	HB1	0.090	1.260	0.000
CYS	HB2	0.090	1.260	0.000
CYS	HG1	0.160	1.850	0.000
CYS	HN	0.310	1.250	0.000
CYS	N	-0.470	1.850	0.000
CYS	O	-0.510	1.700	0.000
CYS	SG	-0.230	0.000	0.000
CYT	C1'	0.160	2.010	0.000
CYT	C2	0.520	1.900	0.000
CYT	C2'	0.140	2.010	0.000
CYT	C3'	0.010	2.010	0.000
CYT	C4	0.650	1.800	0.000
CYT	C4'	0.160	2.010	0.000
CYT	C5	-0.130	1.900	0.000
CYT	C5'	-0.080	1.992	0.000
CYT	C6	0.050	1.900	0.000
CYT	H1'	0.090	1.260	0.000
CYT	H2'	0.430	1.340	0.000
CYT	H2''	0.090	1.260	0.000
CYT	H3'	0.090	1.260	0.000
CYT	H4'	0.090	1.260	0.000
CYT	H41	0.370	0.900	0.000
CYT	H42	0.330	0.900	0.000
CYT	H5	0.070	0.225	0.000
CYT	H5'	0.090	1.850	0.000
CYT	H5''	0.090	1.850	0.000
CYT	H6	0.170	0.225	0.000
CYT	N1	-0.130	1.850	0.000
CYT	N3	-0.660	1.850	0.000
CYT	N4	-0.750	1.850	0.000
CYT	O1P	-0.780	1.770	0.000
CYT	O2	-0.490	1.770	0.000
CYT	O2'	-0.660	2.000	0.000
CYT	O2P	-0.780	1.770	0.000
CYT	O3'	-0.570	1.770	0.000
CYT	O4'	-0.500	1.900	0.000
CYT	O5'	-0.570	1.770	0.000
CYT	P	1.500	2.270	0.000
DEO1	C1'	0.160	2.010	0.000
DEO1	C2'	-0.180	2.080	0.000
DEO1	C4'	0.160	2.010	0.000
DEO1	H1'	0.090	1.260	0.000
DEO1	H2'	0.090	1.850	0.000
DEO1	H2''	0.090	1.850	0.000
DEO1	H4'	0.090	1.260	0.000
DEO1	O4'	-0.500	1.900	0.000
DEO2	C1'	0.160	2.010	0.000
DEO2	C2'	-0.180	2.080	0.000
DEO2	C4'	0.160	2.010	0.000
DEO2	H1'	0.090	1.260	0.000
DEO2	H2'	0.090	1.850	0.000
DEO2	H2''	0.090	1.850	0.000
DEO2	H4'	0.090	1.260	0.000
DEO2	O4'	-0.500	1.900	0.000
DISU	1CB	-0.100	1.992	0.000
DISU	1SG	-0.080	1.480	0.000
DISU	2CB	-0.100	1.992	0.000
DISU	2SG	-0.080	1.480	0.000
DMPA	C1	-0.170	1.900	0.000
DMPA	C2	-0.170	1.900	0.000
DMPA	H11	0.090	1.850	0.000
DMPA	H12	0.090	1.850	0.000
DMPA	H13	0.090	1.850	0.000
DMPA	H21	0.090	1.850	0.000
DMPA	H22	0.090	1.850	0.000
DMPA	H23	0.090	1.850	0.000
DMPA	O1	-0.570	1.770	0.000
DMPA	O2	-0.570	1.770	0.000
DMPA	O3	-0.780	1.770	0.000
DMPA	O4	-0.780	1.770	0.000
DMPA	P1	1.500	2.270	0.000
DUM	DUM	0.000	0.225	0.000
FEN1	C2'	0.190	2.090	0.000
FEN1	F2'	-0.280	1.364	0.000
FEN1	H2'	0.090	1.260	0.000
FEN2	C2'	0.190	2.090	0.000
FEN2	F2'	-0.280	1.364	0.000
FEN2	H2'	0.090	1.260	0.000
FEX1	C2'	0.190	2.090	0.000
FEX1	F2'	-0.280	1.364	0.000
FEX1	H2''	0.090	1.260	0.000
FEX2	C2'	0.190	2.090	0.000
FEX2	F2'	-0.280	1.364	0.000
FEX2	H2''	0.090	1.260	0.000
GLN	C	0.510	2.000	0.000
GLN	CA	0.070	2.060	0.000
GLN	CB	-0.180	1.992	0.000
GLN	CD	0.550	2.000	0.000
GLN	CG	-0.180	1.992	0.000
GLN	HA	0.090	0.700	0.000
GLN	HB1	0.090	1.260	0.000
GLN	HB2	0.090	1.260	0.000
GLN	HE21	0.320	1.250	0.000
GLN	HE22	0.300	1.250	0.000
GLN	HG1	0.090	1.260	0.000
GLN	HG2	0.090	1.260	0.000
GLN	HN	0.310	1.250	0.000
GLN	N	-0.470	1.850	0.000
GLN	NE2	-0.620	1.850	0.000
GLN	O	-0.510	1.700	0.000
GLN	OE1	-0.550	1.700	0.000
GLU	C	0.510	2.000	0.000
GLU	CA	0.070	2.060	0.000
GLU	CB	-0.180	1.992	0.000
GLU	CD	0.620	2.000	0.000
GLU	CG	-0.280	1.992	0.000
GLU	HA	0.090	0.700	0.000
GLU	HB1	0.090	1.260	0.000
GLU	HB2	0.090	1.260	0.000
GLU	HG1	0.090	1.260	0.000
GLU	HG2	0.090	1.260	0.000
GLU	HN	0.310	1.250	0.000
GLU	N	-0.470	1.850	0.000
GLU	O	-0.510	1.700	0.000
GLU	OE1	-0.760	1.768	0.000
GLU	OE2	-0.760	1.768	0.000
GLUP	CD	0.750	2.000	0.000
GLUP	CG	-0.210	1.992	0.000
GLUP	HE2	0.440	1.250	0.000
GLUP	HG1	0.090	1.260	0.000
GLUP	HG2	0.090	1.260	0.000
GLUP	OE1	-0.550	1.770	0.000
GLUP	OE2	-0.610	0.650	0.000
GLY	C	0.510	2.000	0.000
GLY	CA	-0.020	1.992	0.000
GLY	HA1	0.090	0.700	0.000
GLY	HA2	0.090	0.700	0.000
GLY	HN	0.310	1.250	0.000
GLY	N	-0.470	1.850	0.000
GLY	O	-0.510	1.700	0.000
GLYP	CA	0.130	1.992	0.000
GLYP	HA1	0.090	0.700	0.000
GLYP	HA2	0.090	0.700	0.000
GLYP	HT1	0.330	1.468	0.000
GLYP	HT2	0.330	1.468	0.000
GLYP	HT3	0.330	1.468	0.000
GLYP	N	-0.300	1.850	0.000
GUA	C1'	0.160	2.010	0.000
GUA	C2	0.750	1.800	0.000
GUA	C2'	0.140	2.010	0.000
GUA	C3'	0.010	2.010	0.000
GUA	C4	0.260	2.275	0.000
GUA	C4'	0.160	2.010	0.000
GUA	C5	0.000	2.275	0.000
